run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
61,14,13,0.958,0.9619677285803027,0.9858713887077222,1,0.112,0.0,0.0,14,1.0,1.0,1.0
62,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
63,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
64,17,17,1.0,1.0,1.0,17,1.0,1.0,1.0,17,1.0,1.0,1.0
65,15,14,0.952,0.950147142998132,0.9848697427048881,15,1.0,1.0,1.0,15,1.0,1.0,1.0
66,15,15,1.0,1.0,1.0,1,0.098,0.0,0.0,15,1.0,1.0,1.0
67,17,17,1.0,1.0,1.0,17,1.0,1.0,1.0,17,1.0,1.0,1.0
68,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
69,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
70,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
71,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
72,13,13,1.0,1.0,1.0,1,0.098,0.0,0.0,13,1.0,1.0,1.0
73,14,14,1.0,1.0,1.0,1,0.092,0.0,0.0,14,1.0,1.0,1.0
74,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
75,12,12,1.0,1.0,1.0,1,0.1,0.0,0.0,12,1.0,1.0,1.0
76,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
77,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
78,14,14,1.0,1.0,1.0,1,0.116,0.0,0.0,14,1.0,1.0,1.0
79,14,14,1.0,1.0,1.0,1,0.096,0.0,0.0,14,1.0,1.0,1.0
80,15,15,1.0,1.0,1.0,1,0.094,0.0,0.0,15,1.0,1.0,1.0
81,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
82,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
83,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
84,14,14,1.0,1.0,1.0,1,0.094,0.0,0.0,14,1.0,1.0,1.0
85,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
86,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
87,15,15,1.0,1.0,1.0,1,0.098,0.0,0.0,15,1.0,1.0,1.0
88,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
89,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
90,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
91,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
92,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
93,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
94,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
95,14,14,1.0,1.0,1.0,1,0.118,0.0,0.0,14,1.0,1.0,1.0
96,15,15,1.0,1.0,1.0,15,1.0,1.0,1.0,15,1.0,1.0,1.0
97,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
98,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
99,16,16,1.0,1.0,1.0,16,1.0,1.0,1.0,16,1.0,1.0,1.0
100,16,16,1.0,1.0,1.0,1,0.094,0.0,0.0,16,1.0,1.0,1.0
