run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
23,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
24,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
25,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
26,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
27,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
28,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
29,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
30,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
31,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
32,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
33,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
34,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
35,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
36,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
37,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
38,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
39,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
40,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
41,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
42,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
43,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
44,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
45,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
46,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
47,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
48,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
49,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
50,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
51,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
52,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
53,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
54,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
55,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
56,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
57,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
58,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
59,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
60,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
61,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
62,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
63,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
64,9,9,1.0,1.0,1.0,9,1.0,1.0,1.0,9,1.0,1.0,1.0
65,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
66,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
67,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
68,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
69,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
70,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
71,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
72,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
73,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
74,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
75,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
76,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
77,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
78,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
79,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
80,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
81,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
82,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
83,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
84,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
85,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
86,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
87,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
88,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
89,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
90,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
91,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
92,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
93,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
94,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
95,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
96,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
97,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
98,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
99,11,11,1.0,1.0,1.0,11,1.0,1.0,1.0,11,1.0,1.0,1.0
100,10,10,1.0,1.0,1.0,10,1.0,1.0,1.0,10,1.0,1.0,1.0
