run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
1,16,13,0.792,0.7172144663056049,0.8750763806979751,1,0.1,0.0,0.0,14,0.808,0.6950478776943785,0.8546176874090866
2,14,10,0.668,0.5832564891497093,0.7998975406236596,1,0.1,0.0,0.0,13,0.9,0.8396166090329296,0.9179437383235055
3,18,15,0.848,0.8559206245509277,0.9596926401413888,1,0.09,0.0,0.0,15,0.856,0.8420798945954372,0.9554103897254672
4,14,10,0.714,0.6602127274451521,0.8267011293773063,1,0.092,0.0,0.0,11,0.762,0.7283184175658185,0.8736117429322984
5,14,9,0.584,0.43859285201912074,0.6698988334683058,1,0.1,0.0,0.0,11,0.728,0.6119890299373374,0.7974168294007642
6,16,12,0.658,0.49916283733257094,0.7015405968325643,1,0.1,0.0,0.0,12,0.68,0.5305973406415102,0.7334282085153307
7,13,11,0.802,0.6902649794738293,0.8123100961729826,1,0.1,0.0,0.0,9,0.66,0.5971762070507127,0.7835645513348702
8,15,12,0.8,0.7850806906944248,0.9315980421798785,1,0.084,0.0,0.0,10,0.646,0.6024038501990961,0.8177255072787959
9,14,13,0.7,0.5667741895009294,0.7272395672544356,1,0.094,0.0,0.0,11,0.734,0.6268596396896046,0.8217682838310558
10,15,13,0.668,0.48688327835394424,0.6687055550275952,1,0.1,0.0,0.0,12,0.724,0.6047167366117115,0.8024144920665166
11,15,12,0.8,0.7338037694112266,0.8809766390072556,1,0.096,0.0,0.0,13,0.844,0.786193791392951,0.9019322822113964
12,15,11,0.676,0.5739368444007074,0.765013741236462,1,0.094,0.0,0.0,14,0.912,0.8667041677450382,0.9317560858566173
13,16,12,0.75,0.7372982914102769,0.8951898362995756,1,0.1,0.0,0.0,13,0.81,0.7664590176320376,0.89807879920364
14,16,15,0.916,0.8936569158519971,0.9591081189801998,1,0.092,0.0,0.0,12,0.69,0.5640410718170332,0.7631974565774916
15,15,13,0.772,0.6335540423849176,0.8094993451264858,1,0.13,0.0,0.0,13,0.792,0.652035079693511,0.8293706651760374
16,15,11,0.652,0.5294289978923301,0.73662787273318,1,0.1,0.0,0.0,11,0.61,0.4527822840795928,0.6950311600420389
17,16,12,0.636,0.4870510232072718,0.7524765735540168,1,0.096,0.0,0.0,13,0.862,0.8544783346562337,0.9545493133926272
18,13,12,0.696,0.5233890870137211,0.6955657092017454,1,0.098,0.0,0.0,9,0.576,0.4116927288231713,0.6216507693932417
19,15,11,0.682,0.5728122431713376,0.7637404512026542,1,0.084,0.0,0.0,11,0.742,0.7412518414983452,0.903265006412109
20,14,10,0.658,0.5594988376902541,0.7553491540609679,1,0.096,0.0,0.0,11,0.76,0.6711128444078622,0.8288856842101444
21,15,12,0.728,0.6447982885307666,0.8345411543843706,1,0.1,0.0,0.0,10,0.642,0.5515291932228366,0.7422998082787274
22,15,13,0.788,0.6633124119251066,0.8170318192010928,1,0.112,0.0,0.0,11,0.702,0.6428208030526055,0.8495594465881882
23,16,13,0.702,0.5870111400366758,0.8111967512677072,1,0.098,0.0,0.0,13,0.788,0.7236856301688012,0.8778358815349718
24,15,13,0.88,0.8530309744586222,0.9511861870963298,1,0.09,0.0,0.0,14,0.93,0.9243845355798188,0.981381647858562
25,16,11,0.648,0.5443597269394883,0.7815012091731486,1,0.1,0.0,0.0,13,0.744,0.6481867864070947,0.8300049306228329
