run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
25,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
26,15,14,0.91,0.883868588233439,0.975489781770144,1,0.1,0.0,0.0,15,1.0,1.0,1.0
27,17,16,0.954,0.9550290113511422,0.9870928771859386,1,0.092,0.0,0.0,17,1.0,1.0,1.0
28,16,16,1.0,1.0,1.0,1,0.118,0.0,0.0,16,1.0,1.0,1.0
29,16,16,1.0,1.0,1.0,1,0.09,0.0,0.0,16,1.0,1.0,1.0
30,14,13,0.956,0.9433052806664518,0.9830974977158259,1,0.1,0.0,0.0,14,1.0,1.0,1.0
31,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
32,15,15,1.0,1.0,1.0,1,0.1,0.0,0.0,15,1.0,1.0,1.0
33,13,13,1.0,1.0,1.0,1,0.1,0.0,0.0,13,1.0,1.0,1.0
34,16,16,1.0,1.0,1.0,1,0.1,0.0,0.0,16,1.0,1.0,1.0
35,15,14,0.944,0.9429702935638833,0.9838323213681903,1,0.1,0.0,0.0,15,1.0,1.0,1.0
36,14,14,1.0,1.0,1.0,1,0.092,0.0,0.0,14,1.0,1.0,1.0
37,14,14,1.0,1.0,1.0,1,0.096,0.0,0.0,14,1.0,1.0,1.0
38,15,14,0.954,0.9447832380705911,0.9840784463919728,1,0.094,0.0,0.0,15,1.0,1.0,1.0
39,15,14,0.95,0.936986235470273,0.983246515771392,1,0.094,0.0,0.0,15,1.0,1.0,1.0
40,15,15,1.0,1.0,1.0,1,0.098,0.0,0.0,15,1.0,1.0,1.0
41,15,14,0.954,0.940082338272341,0.9831777171991385,1,0.12,0.0,0.0,15,1.0,1.0,1.0
42,17,17,1.0,1.0,1.0,1,0.094,0.0,0.0,17,1.0,1.0,1.0
43,15,15,1.0,1.0,1.0,1,0.092,0.0,0.0,15,1.0,1.0,1.0
44,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
45,16,14,0.894,0.8802365183523998,0.9675228683966063,1,0.09,0.0,0.0,16,1.0,1.0,1.0
46,16,15,0.94,0.9266175060493254,0.9825075360975124,1,0.1,0.0,0.0,16,1.0,1.0,1.0
47,16,16,1.0,1.0,1.0,1,0.1,0.0,0.0,16,1.0,1.0,1.0
48,15,15,1.0,1.0,1.0,1,0.1,0.0,0.0,15,1.0,1.0,1.0
49,16,16,1.0,1.0,1.0,1,0.08,0.0,0.0,16,1.0,1.0,1.0
50,14,13,0.926,0.9118692539355011,0.9784788569384948,1,0.092,0.0,0.0,14,1.0,1.0,1.0
51,13,13,1.0,1.0,1.0,1,0.126,0.0,0.0,13,1.0,1.0,1.0
52,17,17,1.0,1.0,1.0,1,0.084,0.0,0.0,17,1.0,1.0,1.0
53,15,15,1.0,1.0,1.0,1,0.1,0.0,0.0,15,1.0,1.0,1.0
54,15,15,1.0,1.0,1.0,1,0.094,0.0,0.0,15,1.0,1.0,1.0
55,15,15,1.0,1.0,1.0,1,0.084,0.0,0.0,15,1.0,1.0,1.0
56,15,14,0.94,0.9404460106447066,0.9831543288250726,1,0.1,0.0,0.0,15,1.0,1.0,1.0
57,14,14,1.0,1.0,1.0,1,0.11,0.0,0.0,14,1.0,1.0,1.0
58,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
59,16,15,0.956,0.9651815937365552,0.9879750729994523,1,0.096,0.0,0.0,16,1.0,1.0,1.0
60,16,16,1.0,1.0,1.0,1,0.1,0.0,0.0,16,1.0,1.0,1.0
61,17,17,1.0,1.0,1.0,1,0.086,0.0,0.0,17,1.0,1.0,1.0
62,16,16,1.0,1.0,1.0,1,0.096,0.0,0.0,16,1.0,1.0,1.0
63,15,15,1.0,1.0,1.0,1,0.09,0.0,0.0,15,1.0,1.0,1.0
64,14,13,0.91,0.8880530209405025,0.974939689444278,1,0.098,0.0,0.0,14,1.0,1.0,1.0
65,15,15,1.0,1.0,1.0,1,0.1,0.0,0.0,15,1.0,1.0,1.0
66,16,16,1.0,1.0,1.0,1,0.088,0.0,0.0,16,1.0,1.0,1.0
67,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
68,16,16,1.0,1.0,1.0,1,0.094,0.0,0.0,16,1.0,1.0,1.0
69,14,13,0.958,0.9443103921141612,0.9832154330972941,1,0.098,0.0,0.0,14,1.0,1.0,1.0
70,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
71,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
72,14,14,1.0,1.0,1.0,1,0.094,0.0,0.0,14,1.0,1.0,1.0
73,16,15,0.952,0.95180589059444,0.9858169972512443,1,0.096,0.0,0.0,16,1.0,1.0,1.0
74,17,16,0.922,0.8821394515813636,0.9778777592215081,1,0.098,0.0,0.0,17,1.0,1.0,1.0
75,16,16,1.0,1.0,1.0,1,0.09,0.0,0.0,16,1.0,1.0,1.0
76,16,16,1.0,1.0,1.0,1,0.122,0.0,0.0,16,1.0,1.0,1.0
77,16,16,1.0,1.0,1.0,1,0.084,0.0,0.0,16,1.0,1.0,1.0
78,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
79,16,16,1.0,1.0,1.0,1,0.084,0.0,0.0,16,1.0,1.0,1.0
80,13,13,1.0,1.0,1.0,1,0.1,0.0,0.0,13,1.0,1.0,1.0
81,14,14,1.0,1.0,1.0,1,0.094,0.0,0.0,14,1.0,1.0,1.0
82,15,15,1.0,1.0,1.0,1,0.118,0.0,0.0,15,1.0,1.0,1.0
83,15,14,0.948,0.9437205526814663,0.9840365522990314,1,0.09,0.0,0.0,15,1.0,1.0,1.0
84,14,14,1.0,1.0,1.0,1,0.088,0.0,0.0,14,1.0,1.0,1.0
85,17,17,1.0,1.0,1.0,1,0.086,0.0,0.0,17,1.0,1.0,1.0
86,16,16,1.0,1.0,1.0,1,0.086,0.0,0.0,16,1.0,1.0,1.0
87,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
88,16,16,1.0,1.0,1.0,1,0.082,0.0,0.0,16,1.0,1.0,1.0
89,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
90,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
91,15,15,1.0,1.0,1.0,1,0.096,0.0,0.0,15,1.0,1.0,1.0
92,15,14,0.956,0.9366262064984953,0.9832939777335694,1,0.098,0.0,0.0,15,1.0,1.0,1.0
93,14,14,1.0,1.0,1.0,1,0.09,0.0,0.0,14,1.0,1.0,1.0
94,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
95,15,15,1.0,1.0,1.0,1,0.122,0.0,0.0,15,1.0,1.0,1.0
96,14,14,1.0,1.0,1.0,1,0.1,0.0,0.0,14,1.0,1.0,1.0
97,17,17,1.0,1.0,1.0,1,0.088,0.0,0.0,17,1.0,1.0,1.0
98,14,15,1.0,1.0,1.0,1,0.094,0.0,0.0,14,1.0,1.0,1.0
99,15,15,1.0,1.0,1.0,1,0.09,0.0,0.0,15,1.0,1.0,1.0
100,14,14,1.0,1.0,1.0,1,0.098,0.0,0.0,14,1.0,1.0,1.0
