run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
92,17,13,0.7,0.622916807,0.787633742,1,0.083,0,0,13,0.745,0.663757658,0.870711011
93,17,11,0.627,0.514059229,0.751414188,1,0.076,0,0,12,0.698,0.68962847,0.906597089
94,18,15,0.828,0.783158529,0.909207492,1,0.067,0,0,13,0.732,0.745149833,0.921269917
95,18,16,0.879,0.866735851,0.968614942,1,0.068,0,0,15,0.819,0.821649824,0.954017696
96,19,16,0.855,0.852825822,0.960872799,1,0.066,0,0,17,0.877,0.833524484,0.927671201
97,20,17,0.864,0.864664196,0.964661109,1,0.065,0,0,19,0.952,0.944600456,0.984805838
98,18,15,0.847,0.834249885,0.956149628,1,0.07,0,0,16,0.899,0.883634791,0.971239202
99,17,14,0.82,0.795880035,0.940490169,1,0.09,0,0,14,0.808,0.781355085,0.910824269
100,17,12,0.668,0.592269663,0.808138525,1,0.09,0,0,12,0.679,0.657802742,0.862936202
,,,,,,,,,,,,,
,,,,,0.899525897,,,,0,,,,
