run,true # of comms,louvain # of pred comms,louvain accuracy,louvain ari,louvain nmi,infomap # of pred comms,infomap accuracy,infomap ari,infomap nmi,rbpots # of pred comms,rbpots accuracy,rbpots ari,rbpots nmi
43,18,18,1,1,1,1,0.07,0,0,18,1,1,1
44,19,19,1,1,1,1,0.069,0,0,19,1,1,1
45,18,18,1,1,1,1,0.075,0,0,18,1,1,1
46,19,18,0.957,0.92580362,0.985129705,1,0.095,0,0,19,1,1,1
47,19,19,1,1,1,1,0.071,0,0,19,1,1,1
48,18,18,1,1,1,1,0.09,0,0,18,1,1,1
49,17,17,1,1,1,1,0.095,0,0,17,1,1,1
50,18,19,1,1,1,1,0.07,0,0,18,1,1,1
51,19,19,1,1,1,1,0.07,0,0,19,1,1,1
52,17,17,1,1,1,1,0.101,0,0,17,1,1,1
53,19,19,1,1,1,1,0.067,0,0,19,1,1,1
54,18,18,1,1,1,1,0.07,0,0,18,1,1,1
55,18,17,0.957,0.9663023,0.989520455,1,0.078,0,0,18,1,1,1
56,18,18,1,1,1,1,0.074,0,0,18,1,1,1
57,17,17,1,1,1,1,0.101,0,0,17,1,1,1
58,18,18,1,1,1,1,0.07,0,0,18,1,1,1
59,17,17,1,1,1,1,0.069,0,0,17,1,1,1
60,18,18,1,1,1,1,0.08,0,0,18,1,1,1
61,18,18,1,1,1,1,0.092,0,0,18,1,1,1
62,17,17,1,1,1,1,0.079,0,0,17,1,1,1
63,17,17,1,1,1,1,0.069,0,0,17,1,1,1
64,18,18,1,1,1,1,0.069,0,0,18,1,1,1
65,17,17,1,1,1,1,0.099,0,0,17,1,1,1
66,19,18,0.957,0.956396361,0.988610525,1,0.07,0,0,19,1,1,1
67,19,19,1,1,1,1,0.07,0,0,19,1,1,1
68,18,18,1,1,1,1,0.077,0,0,18,1,1,1
69,19,19,1,1,1,1,0.07,0,0,19,1,1,1
70,18,17,0.957,0.956391304,0.987935551,1,0.086,0,0,18,1,1,1
71,19,18,0.931,0.907157268,0.982806843,1,0.074,0,0,19,1,1,1
72,19,18,0.957,0.94611732,0.987376184,1,0.067,0,0,19,1,1,1
73,19,19,1,1,1,1,0.073,0,0,19,1,1,1
74,19,19,1,1,1,1,0.096,0,0,19,1,1,1
75,19,19,1,1,1,1,0.068,0,0,19,1,1,1
76,19,19,1,1,1,1,0.075,0,0,19,1,1,1
77,18,18,1,1,1,1,0.085,0,0,18,1,1,1
78,19,18,0.95,0.946872626,0.987338797,1,0.068,0,0,19,1,1,1
79,18,18,1,1,1,1,0.07,0,0,18,1,1,1
80,18,18,1,1,1,1,0.069,0,0,18,1,1,1
81,19,19,1,1,1,1,0.094,0,0,19,1,1,1
82,20,19,0.959,0.96281472,0.989916485,1,0.068,0,0,20,1,1,1
83,18,18,1,1,1,1,0.073,0,0,18,1,1,1
84,17,16,0.956,0.948508417,0.986407691,1,0.088,0,0,17,1,1,1
85,18,18,1,1,1,1,0.067,0,0,18,1,1,1
86,19,19,1,1,1,1,0.068,0,0,19,1,1,1
87,17,17,1,1,1,1,0.072,0,0,17,1,1,1
88,18,18,1,1,1,1,0.086,0,0,18,1,1,1
89,17,17,1,1,1,1,0.069,0,0,17,1,1,1
90,18,18,1,1,1,1,0.067,0,0,18,1,1,1
91,18,18,1,1,1,1,0.088,0,0,18,1,1,1
92,18,18,1,1,1,1,0.069,0,0,18,1,1,1
93,17,17,1,1,1,1,0.097,0,0,17,1,1,1
94,18,17,0.933,0.920029631,0.983467686,1,0.07,0,0,18,1,1,1
95,19,19,1,1,1,1,0.069,0,0,19,1,1,1
96,19,19,1,1,1,1,0.074,0,0,19,1,1,1
97,18,18,1,1,1,1,0.069,0,0,18,1,1,1
98,19,19,1,1,1,1,0.069,0,0,19,1,1,1
99,17,17,1,1,1,1,0.091,0,0,17,1,1,1
100,18,18,1,1,1,1,0.092,0,0,18,1,1,1
,,,,,,,,,,,,,
,,,0.99039,0.988514077,0.997273014,,0.07624,0,0,,,,
